phase,type,id,title_or_collection,change
C,product,gid://shopify/Product/8535896162614,PHARMA GERMANIA - Mate Tea - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535902191926,PHARMA GERMANIA - Milk Thistle Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535903994166,PHARMA GERMANIA - Milk Thistle Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535905304886,PHARMA GERMANIA - Mistletoe Herb Cut - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535907926326,PHARMA GERMANIA - Motherswort - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535908876598,PHARMA GERMANIA - Mugwort - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535910056246,PHARMA GERMANIA - Mullein Flowers - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535910514998,PHARMA GERMANIA - Mullein Leaves - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535912546614,PHARMA GERMANIA - Myrhh - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535912874294,PHARMA GERMANIA - Olive Leaf Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535915561270,PHARMA GERMANIA - Olive Leaf - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535918870838,PHARMA GERMANIA - Parsley Leaves Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535919460662,PHARMA GERMANIA - Paud D Arco - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535920509238,PHARMA GERMANIA - Pelargonium Sidoides - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535921983798,PHARMA GERMANIA - Peppermint Leaves - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535922540854,PHARMA GERMANIA - Peppermint - 25 Tea Bag,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535923523894,PHARMA GERMANIA - Plantain Leaves - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535924474166,PHARMA GERMANIA - Poke Root - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535926309174,PHARMA GERMANIA - Raspberry Leaves - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535927652662,PHARMA GERMANIA - Red Clover - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535928373558,PHARMA GERMANIA - Rose Petals Red - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535928734006,PHARMA GERMANIA - Rhubarb Root - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535931027766,PHARMA GERMANIA - Rosehip - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535931846966,PHARMA GERMANIA - Rosehip - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535933616438,PHARMA GERMANIA - Rosemary - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535934370102,PHARMA GERMANIA - Rue Herb Cut - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535934697782,PHARMA GERMANIA - Sage Leaves - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535936532790,PHARMA GERMANIA - Sarsparilla Root - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535939973430,PHARMA GERMANIA - Saw Palmetto Berries - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535941579062,PHARMA GERMANIA - Schisandra Berries - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535943250230,PHARMA GERMANIA - Senna Leaves - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535944397110,PHARMA GERMANIA - Shepherd's Purse - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535945543990,PHARMA GERMANIA - Slippery Elm Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535946658102,PHARMA GERMANIA - Spearmint - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535947477302,PHARMA GERMANIA - St John's Wort - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535948263734,PHARMA GERMANIA - Nettle Stinging Herb Cut - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535952326966,PHARMA GERMANIA - Nettle Stinging Ground - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535952982326,PHARMA GERMANIA - Nettle Stinging Root Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535953441078,PHARMA GERMANIA - Nettle Stinging - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535955079478,PHARMA GERMANIA - Strawberry Fruit Tea - 80g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537213108534,PHARMA GERMANIA - Swedish Bitters 11 - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537214026038,PHARMA GERMANIA - Swedish Bitters 19 - 195g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537215926582,PHARMA GERMANIA - Thyme - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537218777398,PHARMA GERMANIA - Tumeric Pieces - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537219629366,PHARMA GERMANIA - Tumeric Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537220383030,PHARMA GERMANIA - Vervain Herb - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537221923126,PHARMA GERMANIA - Valerian Root - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537222807862,PHARMA GERMANIA - White Willow Bark - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537223954742,PHARMA GERMANIA - Wild Cherry Fruit Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537226346806,PHARMA GERMANIA - Wild Dagga - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537228378422,PHARMA GERMANIA - Wild Yam Root - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537229754678,PHARMA GERMANIA - Wilde Als-African Wormwood - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537231851830,PHARMA GERMANIA - Witch Hazel Leaves - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537233654070,PHARMA GERMANIA - Wormwood Cut - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537236341046,PHARMA GERMANIA - Yarrow - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537238372662,PHARMA GERMANIA - Yellow Dock - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537239290166,PHARMA GERMANIA - Agrimony Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537241387318,PHARMA GERMANIA - Barberry Bark Crushed - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537244631350,PHARMA GERMANIA - Black Cumin Seed Powder - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537249153334,PHARMA GERMANIA - Burdock Root Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537252790582,PHARMA GERMANIA - Couchgrass Herb - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537255444790,PHARMA GERMANIA - Cowslip - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537256984886,PHARMA GERMANIA - Frangula Bark - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537258492214,PHARMA GERMANIA - Golden Rod - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537262096694,PHARMA GERMANIA - Henna Alkaner - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537263243574,PHARMA GERMANIA - Hydrocotyle-Gotu Kola-Pennywort - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537264554294,PHARMA GERMANIA - Meadowsweet - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537266225462,PHARMA GERMANIA - Oak Bark - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537267536182,PHARMA GERMANIA - Oak Straw - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537270452534,PHARMA GERMANIA - Orange Sweet Peel - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537272156470,PHARMA GERMANIA - Passion Flower Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537274941750,PHARMA GERMANIA - Veronica Speedwell - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537277595958,PHARMA GERMANIA - Willow Herb - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537280545078,PHARMA GERMANIA - Wild Chicory - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537280839990,PHARMA GERMANIA - Wild Yam Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537366593846,PHARMA GERMANIA - Aloe Ferox Crystals - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537504547126,PHARMA GERMANIA - Dandelion Root Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537651577142,PHARMA GERMANIA - Knotgrass - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537665732918,PHARMA GERMANIA - Lemon Balm - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537745162550,PHARMA GERMANIA - Oregano - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537819709750,PHARMA GERMANIA - Rest Harrow Root - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8537858015542,PHARMA GERMANIA - Star Anise - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8839139230006,NATURE FRESH - Viro-Ban Herbal Tea - 10 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8850553733430,MannaBrew - Superfood Espresso 226g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853321417014,HIGH ON LIFE - Berries Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853332066614,HIGH ON LIFE - Fruits Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853349531958,HIGH ON LIFE - Guava Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853378695478,BIOZEST - Orange Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853388362038,BIOZEST - Naartjie Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853402321206,BIOZEST - Lemon-Lime Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853407465782,BIOZEST - Tropical Fruit Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8853414215990,BIOZEST - Forest Berry Concentrate - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8856362320182,MINERALIFE - RePlenish - 120ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864184238390,MY-T-CHAI - Dairy Free Chai - 350g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864194855222,MY-T-CHAI - Green Rooibos - 20 x 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864206684470,MY-T-CHAI - Rooibos - 20 x 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864213172534,MY-T-CHAI - Yogi - 20 x 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864245285174,MY-T-CHAI - Black Tea - 20 x 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864516342070,GLUTAGON - Chicken Soup - 80g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8864520306998,GLUTAGON - Mushroom Soup - 80g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8865760313654,GLUTAGON - Vegetable Soup - 80g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8865994375478,WILSON FOODS - Lime Juice - 250ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8884232683830,BIOSIL - Chlorine Dioxide Solution - 200ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901280301366,WHOLE EARTH - Organic Sparkling Cola - 330ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901288689974,WHOLE EARTH - Organic Sparkling Cranberry - 330ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901295767862,WHOLE EARTH - Organic Sparkling Ginger - 330ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901320638774,WHOLE EARTH - Organic Sparkling Elderflower - 330ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901365498166,CAPE KINGDOM - Detox Tea Buchu & Mint - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901448991030,CAPE KINGDOM - Detox Tea Buchu & Cinnamon - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901452595510,CAPE KINGDOM - Detox Tea Buchu & Ginger - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901603426614,TAKA TURMERIC - Golden Cacao - 125g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901652152630,KHOISAN GOURMET - Honeybush Tea - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901656838454,THE SOUTHERN CAPE TEA COMPANY - Organic Honeybush Tea - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8901685084470,NUMUTI - Unwind - 300ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8903588217142,MORINGA INITIATIVE - Moringa Tea Apple & Cinnamon - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8903592575286,MORINGA INITIATIVE - Moringa Tea Lemon & Ginger Infusion - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8903594311990,MORINGA INITIATIVE - Moringa Tea Rooibos Infusion - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8967510720822,MORINGA CARE - Moringa & Rooibos Tea - 20 Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8970228629814,HOOGLAND MINERAL WATER - Still Water - 5L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8970229088566,HOOGLAND MINERAL WATER - Still Water - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8970230563126,HOOGLAND MINERAL WATER - Still Water - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8970233250102,HOOGLAND MINERAL WATER - Sparkling Water - 1L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8970235052342,HOOGLAND MINERAL WATER - Sparkling Water - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8984878285110,KWA-NALA FARMS - Moringa Tea - 20 Teabags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9031197327670,BELINZONA - Loose Organic Rooibos Tea - 200g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9031199621430,BELINZONA - Organic Rooibos - 40 Teabags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9031201849654,BELINZONA - Instant Rooibos Tear-off - 20 Tea Sticks,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9031204110646,BELINZONA - Instant Rooibos - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9035289723190,BWT - Balanced Alkalized Water Jug Filter Cartridges - 3 Pack,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9035291492662,BWT - Magnesium Minerlized Jug Filter Cartridges + ZINC - 3 Pack,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9035295064374,BWT - White Magnesium Mineralizer Jug Filter 2.7L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9035297784118,BWT - Blue Magnesium Mineralizer Jug Filter 2.7L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9035298668854,BWT - Pink Magnesium Mineralizer Jug Filter 2.7L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9070728642870,NPL - Shaker Neon Yellow - 700ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9070731624758,NPL - Shaker Antrazit - 700ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9070734115126,NPL - Shaker Mint - 700ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9070755250486,NPL - Shaker Trans Yellow - 700ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9085790552374,T'BEST - Aloe Vera Original - 1.5L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9085792321846,T'BEST - Aloe Vera Original - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9085798416694,T'BEST - Aloe Vera Pomegranate - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9085808214326,T'BEST - Aloe Vera Litchi Sugar Free - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9085813096758,T'BEST - Aloe Vera Strawberry Sugar Free - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9124222697782,WHOLE EARTH - Organic Sparkling Lemonade Drink - 330ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9124233150774,CLIPPER - Organic Detox Tea - 20 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127056605494,KARA - Coconut Water - 330ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127077544246,REHIDRAT - Oral Electrolyte Mixture Vanilla - 14g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127379271990,BEAUTY GEN - Collagen Peach Iced Tea - 300ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127386153270,REHIDRAT - Oral Electrolyte Mixture Blackcurrant - 14g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127386317110,REHIDRAT - Oral Electrolyte Mixture Orange - 14g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127386579254,REHIDRAT - Sport Oral Electrolyte Mixture Naartjie - 14g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9127386841398,REHIDRAT - Sport Oral Electrolyte Mixture Lemon & Lime - 14g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9133037289782,T'BEST - Aloe Vera Original Sugar Free - 500ml,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9133038928182,T'BEST - Aloe Vera Original Sugar Free - 1.5L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9133042008374,T'BEST - Aloe Vera Coconut Original - 1.5L,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9545041281334,SOARING FREE SUPERFOODS - Organic Cacao Powder - 1kg,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/9799778304310,INVINCIBLE LIVING - Celtic Salt Fine Ground - 250g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
